x,y,c
0.973891,-0.121725,12
0.884732,-0.0876108,12
0.91421,-0.0301997,11
0.717343,0.0447155,11
0.981673,0.118253,11
1.03283,-0.0138271,9
1.05264,0.0145935,9
1.03142,-0.0154698,9
1.03504,0.0116445,9
0.999396,-0.0450524,12
1.02807,-0.0342354,12
1.03983,-0.0174665,9
1.04241,0.145036,10
0.806072,0.575317,3
1.06264,0.305483,10
0.943091,0.551532,3
0.880382,0.566642,3
0.744318,0.249575,6
0.488381,0.380741,6
0.9808,0.156633,10
1.06683,0.135507,9
1.04631,0.210206,10
1.08009,0.195455,10
1.04875,0.163128,10
1.05394,0.0157773,9
0.977582,-0.036261,12
0.898719,-0.0639171,11
0.925203,-0.0623682,12
0.934657,-0.11216,12
0.916307,0.11198,11
0.56107,-0.0974,4
0.30592,0.36051,8
0.937576,-0.129578,12
0.508272,0.206823,6
0.755049,0.00774659,11
0.937801,-0.138681,12
0.941498,0.436065,10
1.11143,0.283878,10
1.12732,0.26129,10
0.64804,-0.234014,4
0.691712,-0.305683,5
0.731564,-0.263751,4
0.697972,-0.26508,4
0.537491,-0.168577,4
0.452437,-0.0416887,7
0.4183,0.0348433,7
0.684972,-0.0386888,4
0.534237,-0.0645476,7
0.670267,-0.132884,4
0.697399,-0.0370978,4
0.736849,-0.0658981,4
0.762827,-0.0485998,11
0.348423,0.17846,8
0.277339,0.276261,8
0.757598,-0.0838452,4
0.765067,-0.102246,4
0.702763,-0.227284,4
0.662144,-0.0404253,4
0.675545,-0.0743377,4
0.582181,-0.00835438,7
0.67782,-0.152581,4
0.520688,-0.0542538,7
0.489943,-0.047893,7
0.555338,0.273051,6
0.679601,0.097987,11
0.637184,-0.0329935,4
0.704514,-0.102697,4
0.318488,0.209352,8
0.39951,0.191738,8
0.820959,0.0154564,11
0.707701,-0.265528,4
0.635916,-0.206654,4
0.616349,-0.0553866,4
0.409388,-0.223712,2
0.383927,-0.142276,0
0.396821,-0.106853,0
0.682499,-0.218658,4
0.654721,-0.182307,4
0.704389,-0.221283,4
0.676281,-0.216628,4
0.582137,-0.0377676,7
0.640023,-0.199192,4
0.427414,0.01913,7
0.265035,0.134506,1
0.359405,0.0555583,7
0.421015,-0.0375568,7
0.243065,0.143605,1
0.578699,-0.137893,4
0.396352,-0.103772,0
0.476145,-0.0996149,7
0.679804,-0.250294,4
0.453421,-0.22901,2
0.520751,-0.264795,2
0.511343,-0.317889,2
0.300187,-0.0290412,0
0.775222,-0.23613,4
0.547214,0.199225,6
0.478001,-0.236874,2
0.469955,-0.19063,2
0.337658,-0.0970598,0
0.496397,-0.227942,2
0.512523,-0.236454,2
0.348042,-0.113862,0
0.416794,0.00672326,7
0.645115,-0.231211,4
0.503329,-0.317928,2
0.5923,-0.426068,5
0.62018,0.265655,6
0.571329,0.30914,6
0.759754,-0.398706,5
0.604437,-0.271135,4
0.298001,0.0160284,1
0.591784,-0.259355,4
0.344753,0.00516357,7
0.46299,0.216537,6
0.75013,0.354754,3
0.407885,0.425643,8
0.886119,-0.113237,12
0.954936,-0.201885,12
0.820661,-0.19599,12
0.777585,0.0514653,11
0.582288,0.258022,6
0.428642,-0.0706095,7
0.516596,0.0252248,7
0.598701,-0.174693,4
0.452499,-0.105612,7
0.899098,-0.277715,12
0.675855,-0.201806,4
0.500778,-0.0799916,7
0.679598,-0.243897,4
0.402238,0.0695982,7
0.572592,0.0115671,7
0.708872,-0.190649,4
0.461501,0.0900308,7
0.813447,0.0820621,11
1.00534,-0.150379,12
0.472132,0.178434,6
0.843218,-0.168706,12
0.98543,-0.175593,12
0.710276,-0.245258,4
0.625867,-0.181849,4
0.814167,-0.35015,5
0.697626,-0.282558,5
0.515565,-0.049138,7
0.492603,0.0567635,7
0.529298,0.0201785,7
0.547246,0.0330366,7
0.719131,-0.111508,4
0.95002,-0.21406,12
0.609965,0.150087,6
0.799239,-0.060108,11
0.830923,0.185463,11
0.88009,0.449997,3
0.773466,0.391518,3
0.69706,-0.0189673,11
0.939989,0.0446809,11
0.804075,0.123094,11
0.957394,0.0984522,11
0.805084,-0.0318782,11
0.650016,0.069959,11
0.673874,-0.133642,4
0.405924,0.0731804,7
0.31582,0.335846,8
0.929831,0.263056,10
0.911966,0.135374,11
0.92223,0.242077,10
0.908037,0.24174,10
0.90749,0.0662924,11
0.976913,0.00448771,11
0.88901,-0.130794,12
0.9094,-0.0909312,12
0.77039,-0.0339581,11
0.854089,0.0777423,11
0.799224,0.0190754,11
0.859219,0.0553452,11
0.907447,0.105777,11
0.871369,0.0705909,11
0.875997,-0.135117,12
0.786323,-0.178475,4
0.767486,0.0973148,11
0.801835,-0.0576392,11
0.80736,-0.217573,12
0.858994,-0.0131883,11
0.839671,0.0820375,11
0.776452,0.111386,11
0.767729,-0.0640489,11
0.681739,0.0282628,11
0.6192,-0.129563,4
0.755971,-0.146352,4
0.830592,-0.14448,12
0.736276,-0.0521331,4
0.747038,-0.0360629,11
1.02708,-0.189064,12
1.06515,-0.173222,12
0.980566,-0.196825,12
0.922762,-0.037263,11
0.683603,-0.0288151,4
0.767093,-0.052414,11
1.0351,0.321222,10
1.11985,-0.0336221,9
1.15166,0.12502,9
1.18967,0.138848,9
1.05054,0.457836,10
0.854206,-0.0133699,11
0.888069,0.209883,11
0.960694,0.113208,11
0.91308,0.721164,3
0.902723,0.0561231,11
0.928901,0.492307,10
0.867737,0.306263,10
1.1315,-0.0453654,9
0.975377,0.315624,10
0.935965,0.237876,10
0.619887,0.0386375,7
0.98526,0.0414925,11
0.956641,0.00228219,11
1.2546,0.0276381,9
1.17737,-0.0775556,9
1.13328,-0.132536,12
1.14512,-0.126623,9
0.597637,0.113933,7
0.61392,0.248467,6
0.408487,0.0852166,7
0.457179,0.0854659,7
0.663995,0.264543,6
1.07492,-0.0851147,12
0.433574,0.189454,6
0.962875,-0.129023,12
1.0948,-0.15968,12
1.17061,-0.0749155,9
1.3486,0.0986123,9
1.32083,0.0629241,9
1.20734,0.0912002,9
1.12558,-0.133118,12
1.08071,-0.189065,12
1.13462,-0.0613757,9
0.571257,0.111394,7
0.47706,0.159925,7
1.02904,-0.242995,12
0.445299,0.326978,6
0.678297,-0.0376202,4
0.770086,-0.241971,4
0.366933,0.168623,8
0.436343,0.129964,7
0.589045,-0.100509,4
0.718777,-0.109506,4
0.789529,-0.164336,4
0.726566,-0.0756036,4
0.895435,-0.253453,12
0.507145,0.0375471,7
0.552181,0.016663,7
0.429384,0.172446,7
0.964074,-0.326116,12
0.926711,-0.239828,12
0.924382,-0.281684,12
0.418306,0.0607276,7
0.352427,0.116188,7
0.339515,0.312449,8
0.493744,0.135525,7
1.07968,-0.176123,12
0.577075,0.165976,6
0.907643,-0.193261,12
0.41418,0.161309,7
0.392492,0.167774,8
0.418647,0.141722,7
0.42014,0.0756133,7
0.64791,-0.076499,4
0.598283,-0.150959,4
0.44901,0.0605114,7
0.626575,-0.12307,4
0.481699,0.0900195,7
0.57336,-0.016063,7
0.5246,0.139728,7
0.55566,0.0195675,7
0.631901,-0.00676299,4
0.707894,-0.147273,4
0.771239,-0.105539,4
0.925426,-0.13936,12
0.275852,0.199107,8
0.32189,0.245335,8
0.576116,-0.117533,4
0.773587,-0.130047,4
0.326635,0.0685768,1
0.943925,-0.330242,12
0.620969,-0.00787149,4
0.306074,0.145098,8
0.312892,0.276234,8
0.32703,0.26867,8
0.539305,0.0138653,7
0.692109,-0.18734,4
0.695388,-0.21959,4
0.507124,-0.0026115,7
0.377216,0.17007,8
0.478272,-0.00179949,7
0.502802,0.0398247,7
0.88886,-0.190904,12
0.938045,-0.367623,12
0.727666,-0.102792,4
0.452164,-0.0109207,7
0.921293,0.389593,10
0.930638,0.249583,10
0.837849,-0.00381045,11
0.841903,0.00792419,11
0.491098,0.255025,6
1.07996,-0.191574,12
1.06931,-0.182617,12
0.669085,0.102846,11
1.09947,-0.158778,12
0.904149,0.0597873,11
0.925718,0.105651,11
0.879144,0.0258437,11
0.815446,-0.0328257,11
0.896633,-0.147005,12
0.898562,-0.125739,12
0.820297,-0.15067,12
0.732442,-0.251393,4
0.419042,0.158349,7
0.787715,0.131476,11
0.907653,0.0245246,11
0.786398,-0.0986685,4
0.970986,-0.0632007,12
0.731914,-0.157808,4
0.486544,0.0732386,7
0.413991,0.261974,8
0.698213,-0.194305,4
0.21869,0.260715,8
0.319027,0.163741,8
0.378276,0.16821,8
0.752164,-0.458564,5
0.805627,-0.255302,12
0.788064,-0.130747,4
0.912941,-0.204494,12
0.910704,-0.242341,12
0.847752,-0.257907,12
0.852755,-0.212614,12
0.821702,-0.270497,12
0.872285,-0.309754,12
0.854842,-0.233177,12
0.902269,-0.286796,12
0.91704,-0.226264,12
0.794014,-0.254957,12
0.881878,-0.252924,12
0.829972,-0.243898,12
0.847233,-0.277746,12
0.827739,-0.262975,12
0.856189,-0.241867,12
0.858288,-0.238161,12
0.853747,-0.261575,12
0.829084,-0.218211,12
0.845026,-0.321692,12
0.800619,-0.198398,4
0.866246,-0.248893,12
0.846423,-0.241581,12
0.844511,-0.218865,12
0.903795,-0.270315,12
0.822821,-0.182577,12
0.938015,-0.151892,12
0.97917,-0.202745,12
0.842438,-0.229406,12
0.761927,-0.100746,4
0.874285,-0.244819,12
0.983995,-0.285801,12
0.863147,-0.197893,12
0.87976,-0.2387,12
0.846306,-0.199823,12
0.478456,-0.459488,2
0.974189,-0.090558,12
1.11571,0.163284,9
0.754212,0.428199,3
0.579288,0.0976989,7
0.882268,-0.181898,12
0.895811,-0.00362794,11
1.11674,-0.0691728,9
0.83203,-0.130429,12
0.558167,0.0553814,7
0.929029,-0.174571,12
0.424389,0.10716,7
0.852627,-0.0186887,11
0.379445,0.196969,8
0.526836,0.0169847,7
0.582125,-0.165731,4
0.652531,-0.218586,4
0.659083,-0.264293,4
0.609052,-0.18254,4
0.514658,-0.152142,4
0.68079,-0.119213,4
0.645392,-0.256147,4
0.657998,-0.24012,4
0.825127,-0.399108,5
0.493773,-0.126507,7
0.512247,-0.237052,2
0.55003,-0.134539,4
0.533773,-0.169661,4
0.533331,-0.232599,2
0.767375,-0.369912,5
0.60671,-0.284464,2
0.770169,-0.376641,5
0.617855,-0.290421,4
0.603691,-0.229215,4
0.589126,0.486715,3
0.662153,0.148745,6
0.486338,0.255581,6
0.479758,0.602841,3
0.413116,0.287066,8
0.508041,0.0565862,7
0.331522,0.0969707,1
0.315559,0.178553,8
0.415248,0.176002,8
0.419321,0.140868,7
0.716778,0.272227,6
0.811189,0.476195,3
0.686057,0.171756,6
0.505301,0.0169608,7
0.85722,0.447638,3
0.258874,0.162694,8
0.444703,0.0580399,7
0.577251,-0.0724234,4
0.609801,-0.19913,4
0.643424,-0.3084,5
0.424306,0.170852,7
0.718578,0.305196,6
0.56501,-0.113484,4
0.627825,-0.108357,4
0.777821,0.0419127,11
0.735684,-0.024196,11
0.736937,0.0513444,11
0.758848,-0.0372413,11
0.663749,-0.113548,4
0.549403,-0.0747354,4
0.618368,-0.0330338,4
0.520111,-0.0756564,7
0.663358,-0.0323596,4
0.681939,-0.229427,4
0.502484,-0.112754,7
0.62554,-0.11437,4
0.580562,-0.0805297,4
0.531942,0.0390652,7
0.53659,0.066599,7
0.560691,-0.0200234,7
0.38324,0.132738,7
0.600006,-0.125672,4
0.501495,0.0994372,7
0.532388,0.541842,3
0.450537,0.0752622,7
0.361272,0.000754614,7
0.339211,0.0127752,1
0.405971,0.204149,8
0.503051,-0.0517801,7
0.546736,-0.121895,4
0.485759,-0.0372629,7
0.449392,0.270736,6
0.397345,0.200415,8
0.414108,0.04209,7
0.758923,-0.399305,5
0.501919,-0.0675561,7
0.446317,0.0609447,7
0.566125,0.0219211,7
0.535173,0.0855161,7
0.398272,-0.115732,0
0.432249,-0.152853,0
0.338783,0.0489966,1
0.468497,0.225912,6
0.604681,0.145034,6
0.583817,-0.358158,5
0.833792,-0.408666,5
0.948162,-0.26705,12
0.528629,-0.136368,4
0.903806,-0.13109,12
0.707152,-0.0727389,4
0.583042,-0.187709,4
0.447006,-0.0559293,7
0.564236,-0.22707,4
0.520691,-0.146104,4
0.417929,-0.207624,2
0.524353,-0.261153,2
0.472961,-0.241241,2
0.462556,-0.146542,2
0.504218,-0.187926,2
0.522441,-0.18674,2
0.566802,-0.197748,4
0.552113,-0.255754,2
0.555188,0.0689766,7
0.515287,-0.256868,2
0.412652,-0.169878,0
0.732852,-0.486764,5
0.691752,-0.501261,5
0.685934,-0.431648,5
0.440361,-0.270944,2
0.617475,-0.488415,5
0.364059,-0.180156,0
0.279018,0.00639986,1
0.352972,-0.14371,0
0.485762,-0.215714,2
0.502347,-0.234548,2
0.483524,-0.236713,2
0.581466,-0.264138,2
0.178764,0.210112,8
0.489087,-0.246106,2
0.366673,-0.0452491,0
0.389373,-0.239075,2
0.464454,-0.307863,2
0.451272,-0.324237,2
0.490535,-0.26513,2
0.531398,-0.230274,2
0.614299,-0.324096,5
0.682308,-0.415186,5
0.773834,-0.430653,5
0.818143,-0.385415,5
0.737213,-0.480797,5
0.503738,-0.219428,2
0.499467,-0.176628,2
0.425277,-0.0997347,0
0.519567,-0.178852,2
0.436734,-0.241996,2
0.497334,-0.251996,2
0.669504,-0.548236,5
0.470113,-0.239102,2
0.469147,-0.253469,2
0.516943,-0.280404,2
0.38278,-0.179572,0
0.401655,-0.23223,2
0.394424,-0.19659,0
0.37768,-0.187872,0
0.622218,-0.442416,5
0.391379,-0.100338,0
0.594812,-0.351163,5
0.482938,-0.21038,2
0.410663,-0.131715,0
0.401329,-0.114776,0
0.321879,-0.0747214,0
0.482469,-0.249524,2
0.5136,-0.262775,2
0.621518,0.0671158,7
0.475411,0.50893,6
0.637162,0.130246,6
0.317003,0.564128,8
0.434774,0.219563,6
0.573879,0.102768,7
0.471007,0.355285,6
0.41407,0.588226,3
0.679781,0.1164,11
0.470944,0.397357,6
0.615807,0.0782857,7
0.56481,0.598478,3
0.443062,0.658177,3
0.56535,0.236793,6
0.52342,0.24709,6
0.553922,0.282187,6
0.551676,0.659635,3
0.923835,0.43036,10
0.827989,0.35118,10
1.13958,0.440751,10
0.913363,0.23079,10
0.756137,0.0337766,11
0.558889,0.143089,6
0.492187,0.0669907,7
0.642262,0.0214444,11
0.54275,0.278096,6
0.640352,0.0992903,11
0.533224,-0.010629,7
0.610167,-0.102547,4
0.660901,-0.0544606,4
0.702708,-0.122316,4
0.741309,-0.0970484,4
0.642774,-0.0992702,4
0.568032,-0.0657899,4
0.489111,0.000134798,7
0.617267,-0.0350441,4
0.361422,0.139826,8
0.390926,0.132643,7
0.479009,-0.0710044,7
0.636965,-0.119223,4
0.620156,-0.130445,4
0.643838,-0.153374,4
0.635384,-0.160186,4
0.523132,0.0623685,7
0.667904,-0.121037,4
0.589108,-0.0724021,4
0.656429,-0.151814,4
0.638592,-0.175463,4
0.643295,-0.201224,4
0.384197,0.0360239,7
0.607156,-0.206972,4
0.60628,-0.204517,4
0.490363,-0.0995789,7
0.634822,-0.231897,4
0.46937,-0.0712672,7
0.650124,-0.184533,4
0.601701,-0.176577,4
0.413743,-0.115537,0
0.537889,-0.204601,2
0.17236,0.131815,1
0.606598,-0.260427,4
0.535093,-0.230105,2
0.575122,-0.179684,4
0.61109,-0.215326,4
0.562074,-0.240971,2
0.610686,-0.337916,5
0.681035,-0.276252,4
0.593362,-0.165159,4
0.549145,-0.178474,4
0.551079,-0.250974,2
0.402596,-0.0526915,7
0.408471,0.0135729,7
0.422838,-0.0823682,7
0.56057,-0.156322,4
0.311859,-0.0190428,0
0.221146,0.113706,1
0.493994,-0.158901,2
0.25701,0.0565008,1
0.458932,-0.135488,0
0.486894,-0.185838,2
0.502973,-0.236905,2
0.530379,-0.237284,2
0.525669,-0.247471,2
0.17791,0.140525,1
0.498288,-0.122195,7
0.577139,-0.13592,4
0.413613,0.00113023,7
0.443214,-0.0351219,7
0.306879,0.0563377,1
0.378001,0.0222555,7
0.507302,-0.128554,4
0.459928,-0.0537443,7
0.452505,-0.144238,0
0.525692,-0.200811,2
0.509467,-0.20212,2
0.454899,-0.0642912,7
0.493281,-0.11859,7
0.13762,0.156648,1
0.46439,-0.145063,2
0.48265,-0.152534,2
0.43352,-0.0102729,7
0.592682,-0.192836,4
0.364089,-0.00735973,7
0.645835,-0.291377,5
0.579273,-0.153953,4
0.548754,-0.0631414,7
0.432295,-0.0097838,7
0.638769,-0.079786,4
0.668347,-0.113704,4
0.676237,-0.122804,4
0.685089,-0.196891,4
0.677591,-0.18414,4
0.6191,-0.160665,4
0.638125,-0.183325,4
0.636173,-0.174079,4
0.657532,-0.209276,4
0.683955,-0.164693,4
0.662285,-0.145387,4
0.645439,-0.151395,4
0.687007,-0.153795,4
0.692515,-0.13634,4
0.697252,-0.143018,4
0.677844,-0.161655,4
0.669285,-0.0899873,4
0.659198,-0.163142,4
0.686958,-0.155688,4
0.683451,-0.13684,4
0.706062,-0.0918568,4
0.545646,-0.064599,7
0.437481,0.0517204,7
0.652078,-0.150062,4
0.595226,-0.155203,4
0.57412,-0.116848,4
0.638164,-0.160734,4
0.625029,-0.170978,4
0.527217,-0.0620249,7
0.64228,-0.157213,4
0.612463,-0.177326,4
0.656039,-0.141336,4
0.697738,-0.0943345,4
0.660681,-0.0599695,4
0.661615,-0.227993,4
0.643459,-0.189706,4
0.668053,-0.201517,4
0.728269,-0.189316,4
0.558505,-0.0683556,4
0.693526,-0.12743,4
0.544286,-0.00545536,7
0.637646,-0.0911413,4
0.618879,-0.0716854,4
0.931706,0.441838,10
0.909933,0.464608,10
0.848607,0.055235,11
0.773553,0.018664,11
0.767261,0.00985419,11
0.667461,-0.15098,4
0.631455,-0.193149,4
0.717252,-0.106264,4
0.772954,0.00403606,11
0.789285,-0.0477543,11
0.697787,-0.136066,4
0.663842,-0.0784162,4
0.652869,-0.124542,4
0.697819,-0.143473,4
0.583397,-0.0765273,4
0.638124,0.00616072,4
0.706957,-0.0841043,4
0.727528,-0.0668428,4
0.73351,-0.12419,4
0.667088,-0.156765,4
0.7053,-0.140631,4
0.628323,-0.0863855,4
0.790606,-0.0650904,11
0.577176,-0.0357886,7
0.704047,-0.0709114,4
0.648408,-0.0669179,4
0.653149,-0.132922,4
0.726507,-0.109278,4
0.501233,-0.0493309,7
0.69055,-0.18935,4
0.62963,-0.0923582,4
0.675656,-0.120831,4
0.651074,-0.127847,4
0.554751,-0.163938,4
0.602489,-0.163034,4
0.618067,-0.144683,4
0.613579,-0.145194,4
0.555417,-0.145285,4
0.641692,-0.19011,4
0.619017,-0.187785,4
0.614904,-0.198648,4
0.580985,-0.184538,4
0.630735,-0.225724,4
0.63961,-0.211012,4
0.590205,-0.198205,4
0.605244,-0.152782,4
0.59723,-0.180968,4
0.596473,-0.136028,4
0.510467,-0.126752,4
0.605379,-0.203803,4
0.619662,-0.192205,4
0.594153,-0.167231,4
0.59556,-0.238676,4
0.644494,-0.165698,4
0.628142,-0.222615,4
0.632,-0.180175,4
0.648986,-0.189345,4
0.604196,-0.222714,4
0.614011,-0.140381,4
0.601216,-0.187025,4
0.612892,-0.12006,4
0.617342,-0.170539,4
0.63614,-0.207003,4
0.619175,-0.172092,4
0.608467,-0.185335,4
0.558036,-0.140372,4
0.599787,-0.159629,4
0.47787,-0.113661,7
0.61377,-0.202144,4
0.621416,-0.194468,4
0.589396,-0.172816,4
0.430461,-0.0496896,7
0.597635,-0.155804,4
0.512111,-0.047361,7
0.387845,-0.00385518,7
0.440948,-0.0182126,7
0.629795,-0.186991,4
0.59159,-0.137846,4
0.628147,-0.186214,4
0.629521,-0.17883,4
0.578913,-0.0849527,4
0.494248,0.0644432,7
0.602172,-0.0743228,4
0.487385,0.323458,6
0.882548,0.132562,11
0.357531,0.172024,8
0.65261,-0.172515,4
0.39314,0.156498,7
0.465065,0.0673882,7
0.444964,-0.0115475,7
0.48276,-0.113345,7
0.496422,-0.0915264,7
0.411958,0.129176,7
0.419301,0.289989,8
0.409902,-0.0102023,7
0.570416,-0.224544,4
0.586796,-0.0721919,4
0.549409,-0.239035,2
0.468487,0.00193531,7
0.383264,0.104438,7
0.615862,-0.242333,4
0.63065,-0.122216,4
0.519202,0.0675769,7
0.518727,0.0989135,7
0.628155,-0.248054,4
0.548455,-0.0995918,4
0.59671,0.0489547,7
0.583505,0.101203,7
0.602244,-0.120776,4
0.646557,-0.0906809,4
0.679436,0.0966429,11
0.835786,0.28259,10
0.632965,0.239734,6
0.582,-0.15483,4
0.604951,-0.154384,4
0.55837,-0.0673577,4
0.623316,0.195966,6
0.695668,0.255376,6
0.778389,0.235784,11
0.78054,0.193674,11
0.689131,0.405161,3
0.63634,-0.140161,4
0.629703,-0.0853316,4
0.650281,-0.118373,4
0.538443,0.564817,3
0.560408,0.437905,6
0.565337,0.252866,6
0.515186,0.262149,6
0.742429,0.230978,6
0.766535,0.225823,11
0.697007,0.147143,11
0.724464,0.197028,11
0.673155,0.203793,6
0.710332,0.163176,11
0.475435,0.365728,6
0.237657,0.226833,8
0.415718,0.109615,7
0.541746,0.119053,7
0.696367,-0.531596,5
0.688735,-0.571923,5
0.0964476,0.14472,1
0.370025,-0.206823,0
0.492104,-0.345625,2
0.604009,-0.42156,5
0.647916,-0.5986,5
0.634507,-0.0792793,4
0.498372,0.290093,6
0.644577,-0.0507669,4
0.314154,0.173813,8
0.500876,-0.205527,2
0.430489,-0.116139,0
0.546103,-0.155261,4
0.257699,0.183159,8
0.264687,0.0598733,1
0.501912,-0.209204,2
0.649285,-0.310503,5
0.396973,-0.0731847,0
0.515351,-0.183693,2
0.577128,-0.232463,4
0.447731,-0.141689,0
1.01775,0.32396,10
0.749857,0.0280857,11
0.894886,-0.047482,11
0.958059,-0.115765,12
0.910827,0.0946793,11
0.765106,-0.105439,4
0.952544,-0.262308,12
0.865064,-0.220601,12
0.927873,-0.281997,12
0.841927,-0.156611,12
1.04731,0.419092,10
1.06493,0.2812,10
1.10169,0.108632,9
0.872692,-0.132576,12
0.980939,0.16606,10
1.01158,-0.00853922,11
0.931509,-0.281499,12
0.993791,0.189715,10
0.888166,0.0541983,11
0.864504,0.0973224,11
0.790381,-0.11746,4
0.875706,-0.188415,12
0.830323,0.100301,11
0.78623,0.039622,11
1.05296,0.273207,10
1.14865,0.325158,10
1.02532,0.393512,10
1.20339,0.477123,10
1.13749,0.301036,10
0.919328,0.0431147,11
1.06541,0.13855,10
1.14142,0.279241,10
0.950567,-0.0559872,12
0.554723,0.160836,6
0.829743,0.076328,11
1.18182,0.494129,10
0.478318,0.056263,7
0.50721,0.0704744,7
0.660299,-0.0966257,4
0.670794,0.00786165,11
0.597579,-0.0250185,7
0.863478,0.0667378,11
0.910209,0.209842,10
0.961573,0.250749,10
0.926914,0.217313,10
0.895387,0.0957499,11
0.89467,0.126248,11
0.911591,0.122046,11
0.971018,0.141766,11
0.951668,0.238375,10
0.350818,0.00809655,7
0.433873,0.0153818,7
0.569349,-0.0155973,7
0.704956,-0.285594,5
0.673452,-0.29539,5
0.528425,-0.0868619,7
0.539351,0.0438178,7
0.471902,-0.153877,2
0.421731,-0.037232,7
0.497345,-0.180231,2
0.623733,-0.249612,4
0.565386,-0.202267,4
0.542697,-0.272997,2
0.549119,-0.265043,2
0.525407,-0.249875,2
0.617065,-0.195399,4
0.694947,-0.252364,4
0.673136,-0.145039,4
0.758822,-0.216048,4
0.684024,-0.000176514,11
0.57485,-0.112172,4
0.736959,-0.239121,4
0.656064,-0.128739,4
0.690587,-0.0876394,4
0.645039,-0.178465,4
0.711451,-0.152485,4
0.711075,-0.120358,4
0.536827,-0.0863649,7
0.596858,-0.0455405,4
0.60606,-0.0716327,4
0.970593,0.137863,11
1.07943,0.0608813,9
1.08706,0.277451,10
1.0179,0.0885176,11
1.00276,0.14635,10
1.00891,0.143199,10
1.16753,0.173708,9
0.969341,0.340348,10
0.76318,0.417393,3
0.5395,0.0684844,7
0.706055,-0.0103981,11
0.722617,-0.0366488,11
0.877741,-0.242904,12
0.666967,-0.127327,4
0.721482,-0.145353,4
0.781235,-0.0748968,11
0.742767,-0.0413019,11
0.785854,-0.0963399,4
0.886811,-0.119347,12
0.852665,-0.183076,12
0.790676,-0.103634,4
0.70858,-0.124257,4
0.67969,-0.0401656,4
0.626841,0.00521839,7
0.810011,-0.135425,4
0.800798,-0.0947042,4
0.81831,-0.072537,11
0.759583,-0.099826,4
0.816477,-0.129208,4
0.721731,-0.239042,4
0.68704,-0.131566,4
0.645222,-0.114894,4
0.671066,-0.115499,4
0.637707,-0.077039,4
0.584634,-0.143705,4
0.648899,-0.169036,4
0.548982,-0.141811,4
0.451586,-0.0582116,7
0.563899,-0.116839,4
0.501289,-0.0790502,7
0.417251,-0.0500391,7
0.502517,-0.108656,7
0.519072,-0.166143,4
0.56838,-0.160437,4
0.503953,-0.0735617,7
0.487328,-0.0464487,7
0.570438,-0.186143,4
0.53727,-0.0574906,7
0.505491,-0.110268,7
0.473574,-0.093774,7
0.59314,-0.158899,4
0.547706,-0.13574,4
0.456778,0.024077,7
0.493705,-0.155556,2
0.58945,-0.237029,4
0.651734,-0.299649,5
0.797282,-0.499344,5
0.563278,-0.251642,2
0.43667,-0.0611432,7
0.53814,-0.151255,4
0.662679,-0.228062,4
0.646806,-0.151858,4
0.762369,-0.242408,4
0.719776,-0.170966,4
0.465712,0.0694326,7
0.710023,-0.177,4
0.592903,-0.104265,4
0.56379,-0.113359,4
0.633822,-0.245548,4
0.618344,-0.242572,4
0.697893,-0.225522,4
0.667078,-0.251431,4
0.388521,0.0403312,7
0.433238,-0.106454,0
0.385349,-0.0252735,7
0.346125,-0.0198278,0
0.566792,-0.15331,4
0.414737,-0.09505,0
0.489941,-0.100089,7
0.541476,-0.186337,4
0.53999,-0.135733,4
0.692852,-0.240439,4
0.574572,-0.158577,4
0.739966,-0.368743,5
0.46096,-0.0966316,7
0.527692,-0.0965043,4
0.509006,-0.125435,4
0.621277,-0.0953473,4
0.624468,-0.0794186,4
0.598479,-0.179432,4
0.566892,-0.182434,4
0.644027,-0.205434,4
0.517121,-0.122396,4
0.443405,-0.0666876,7
0.575285,-0.224672,4
0.614559,-0.205955,4
0.588895,-0.148367,4
0.608414,-0.146047,4
0.644555,-0.232504,4
0.491223,-0.0679271,7
0.586577,-0.20453,4
0.621109,-0.229507,4
0.612732,-0.230664,4
0.550983,-0.172973,4
0.523446,-0.124658,4
0.590571,-0.16151,4
0.495121,-0.0746983,7
1.08792,0.405732,10
0.990416,0.298347,10
0.820497,0.0474776,11
0.810528,0.0632351,11
1.05336,0.209989,10
1.27139,0.141822,9
1.23315,0.0542233,9
0.875447,0.135385,11
0.925761,-0.101478,12
0.93763,-0.16188,12
0.767183,-0.00746667,11
0.826444,-0.191294,12
0.836367,-0.215334,12
0.766702,-0.218493,4
0.761139,-0.237359,4
0.699911,-0.14741,4
0.659385,-0.153141,4
0.826639,-0.38228,5
0.756789,-0.292307,5
0.679376,-0.0304012,4
0.790023,-0.37397,5
0.782845,-0.354199,5
0.72152,-0.220969,4
0.752634,-0.27553,5
0.830902,-0.101565,11
1.08822,0.474366,10
1.15905,0.314475,10
1.15006,0.122711,9
1.17683,0.215846,9
1.1863,0.210735,9
1.19269,0.256123,10
1.13038,0.133993,9
1.09556,0.107257,9
1.11765,0.365031,10
1.19672,0.313485,10
1.16287,0.257024,10
1.03744,0.166689,10
1.09779,0.301403,10
1.22771,0.19048,9
1.40408,0.331333,9
1.22067,0.519613,10
1.27321,0.465927,10
1.24233,0.264124,9
1.12751,0.402038,10
0.721242,-0.391194,5
0.698478,-0.412116,5
0.684129,-0.383765,5
0.749463,-0.435685,5
0.847784,-0.432306,5
0.807838,-0.264551,12
0.70499,-0.30133,5
0.678515,-0.330009,5
0.731121,-0.317982,5
